,Unnamed: 0,Application Number,Orig Funding Request,Cmtd Funding Request,Consulting Firm's Name,Consulting Firm's Email,Applicant Type,Applicant City,Applicant State,Orig Discount,Cmtd Discount,Service Type,Function,funding_gap
123489,123489,170069433,66,66,,,Library,HOOSICK FALLS,NY,10 %,10 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
89889,89889,170048238,6652,6048,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,BINGHAMTON,NY,72 %,72 %,Internet Access And/Or Telecommunications,Lit Fiber Service,604
95458,95458,170049337,3782,3782,,,Consortium,West Seneca,NY,70 %,70 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
161494,161494,170047868,37920,30571,"E2e Exchange, Llc",sdp@erateexchange.com,School District,SCARSDALE,NY,20 %,20 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,7349
110589,110589,170065667,8280,4140,,,Consortium,SYRACUSE,NY,69 %,69 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,4140
108956,108956,170077107,2509,2509,,,Consortium,BINGHAMTON,NY,19 %,19 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
139222,139222,170064388,50760,50760,E-Rate Consulting Llc,richard@erateconsulting.org,School,ELMHURST,NY,90 %,90 %,Internal Connections,Firewall Service And Components,0
166150,166150,170071455,619,619,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,BRONX,NY,20 %,20 %,Internet Access And/Or Telecommunications,Cellular Voice,0
147586,147586,170078124,14016,14892,E-Rate Advantage,rjs@erateadvantage.com,School,FAR ROCKAWAY,NY,80 %,85 %,Internal Connections,Firewall Service And Components,-876
88921,88921,170075865,469,512,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,NEWARK,NY,11 %,12 %,Internet Access And/Or Telecommunications,Lit Fiber Service,-43
166290,166290,170071455,393,393,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,BRONX,NY,20 %,20 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
156452,156452,170066090,717,717,E-Rate Advantage,rjs@erateadvantage.com,School,NEW YORK,NY,20 %,20 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
174406,174406,170075436,1160,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Cabling,1160
143628,143628,170057227,559,559,Educate Llc,rrajasingham@educatellc.com,School,BRONX,NY,30 %,30 %,Internet Access And/Or Telecommunications,Cellular Voice,0
114195,114195,170062031,22506,22506,Funds For Learning,jharrington@fundsforlearning.com,Consortium,NEW YORK,NY,30 %,30 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
141259,141259,170074882,9281,9281,Btu Consultants,carol@btu-consultants.com,School,Lincolndale,NY,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
173413,173413,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Managed Internal Broadband Services,Existing Equipment,580
150620,150620,170074760,10664,10224,Mondavi Design,dclark@mondavi-design.com,School,ELMIRA,NY,40 %,40 %,Internal Connections,Firewall Service And Components,440
109012,109012,170077107,32727,32727,,,Consortium,BINGHAMTON,NY,30 %,30 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
193497,193497,170071870,2208,2208,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,ALEXANDRIA BAY,NY,20 %,20 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
100204,100204,170049337,2258,2052,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,Lit Fiber Service,206
103483,103483,170069392,150550,0,,,Consortium,SYRACUSE,NY,80 %,80 %,Internal Connections,Wireless Controller,150550
141904,141904,170071849,9973,9973,"Erateprogram, Llc",rsenturia@erateprogram.com,School,BRONX,NY,80 %,80 %,Internet Access And/Or Telecommunications,Cellular Voice,0
124250,124250,170055821,1457,1457,"Janice Meyers Educational Consulting, Llc",janice@jhmedu.com,School,BRONX,NY,90 %,90 %,Internet Access And/Or Telecommunications,Cellular Voice,0
105919,105919,170069392,109560,105364,,,School District,BALDWINSVILLE,NY,50 %,50 %,Internal Connections,Ups/Battery Backup,4196
104414,104414,170069392,77640,77640,,,Consortium,SYRACUSE,NY,80 %,80 %,Internal Connections,Switches,0
119303,119303,170070470,19200,19200,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,Rochester,NY,64 %,64 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
182346,182346,170071093,96521,96521,Dutchess Boces,julann.troiano@dcboces.org,School District,PINE BUSH,NY,70 %,70 %,Internal Connections,Firewall Service And Components,0
125139,125139,160039560,0,0,,,School,New York ,NY,0 %,30 %,Basic Maintenance Of Internal Connections,Caching,0
177784,177784,170075436,13005,480,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Cabling,12525
138741,138741,170075948,28800,28800,"Erateprogram, Llc",rsenturia@erateprogram.com,School,BRONX,NY,80 %,80 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
190726,190726,170078999,4348,4348,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,CASTLETON,NY,20 %,20 %,Internal Connections,Wap,0
129810,129810,160017545,2550,2550,,,School,NEW YORK,NY,85 %,85 %,Internet Access And/Or Telecommunications,Cellular Voice,0
139075,139075,170080456,729,0,,,School,BROOKLYN,NY,40 %,40 %,Basic Maintenance Of Internal Connections,Wireless Controller,729
179185,179185,170057141,14580,10617,E Rate Solutions Group Inc,kweiss@erategroup.com,School District,BROOKLYN,NY,90 %,90 %,Internet Access And/Or Telecommunications,Cellular Voice,3963
181416,181416,170067275,143716,143716,"E2e Exchange, Llc",sdp@erateexchange.com,School District,Norwich,NY,90 %,90 %,Basic Maintenance Of Internal Connections,Caching,0
148468,148468,170061663,1632,0,Teletech Associates Inc,john@teletechassociates.com,School,FLUSHING,NY,40 %,40 %,Internal Connections,Switches,1632
101720,101720,170049337,497,497,,,Consortium,West Seneca,NY,15 %,15 %,Internal Connections,Wireless Controller,0
191890,191890,160013769,9537,9110,,,School District,WESTBURY,NY,50 %,50 %,Internal Connections,Switches,427
99858,99858,170049337,558,0,,,Consortium,West Seneca,NY,50 %,50 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",558
105656,105656,170069392,24715,0,,,School District,FULTON,NY,80 %,80 %,Internal Connections,Switches,24715
126971,126971,160022283,9189,0,,,School,BROOKLYN,NY,30 %,30 %,Basic Maintenance Of Internal Connections,Router,9189
122674,122674,170070226,1952,1952,,,School,JAMAICA,NY,30 %,30 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
167092,167092,170063839,72394,72394,E-Rate Central,whimsworth@e-ratecentral.com,School District,FREEPORT,NY,85 %,85 %,Internal Connections,"Antennas, Connectors, And Related Components",0
183616,183616,170057124,720,720,E Rate Solutions Group Inc,kweiss@erategroup.com,School District,PATCHOGUE,NY,30 %,30 %,Internet Access And/Or Telecommunications,Cellular Voice,0
185049,185049,170059889,7780,3084,Educate Llc,rrajasingham@educatellc.com,School District,Brooklyn,NY,30 %,30 %,Basic Maintenance Of Internal Connections,Caching,4696
186845,186845,170069806,3840,3840,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,WALTON,NY,20 %,20 %,Internal Connections,"Antennas, Connectors, And Related Components",0
147306,147306,170078124,19200,21600,E-Rate Advantage,rjs@erateadvantage.com,School,FAR ROCKAWAY,NY,80 %,90 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,-2400
152251,152251,170074456,31950,0,Gold Consulting Team,info@goldconsultingteam.com,School,MONSEY,NY,90 %,90 %,Internal Connections,Router,31950
158525,158525,170057122,5940,5940,E Rate Solutions Group Inc,kweiss@erategroup.com,School District,BUFFALO,NY,30 %,30 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
179226,179226,170057141,76140,76140,E Rate Solutions Group Inc,kweiss@erategroup.com,School District,BROOKLYN,NY,90 %,90 %,Internet Access And/Or Telecommunications,Cellular Voice,0
123890,123890,170059368,6562,6562,"Erateprogram, Llc",rsenturia@erateprogram.com,School,NEW YORK,NY,40 %,40 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
145489,145489,170071766,4310,4310,"Erateprogram, Llc",rsenturia@erateprogram.com,School,NEW YORK,NY,40 %,40 %,Internal Connections,Wap,0
175752,175752,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,580
89256,89256,170075865,453,494,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,NEWARK,NY,11 %,12 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",-41
142710,142710,170064392,3734,0,E-Rate Consulting Llc,richard@erateconsulting.org,School,NEW YORK,NY,30 %,30 %,Internal Connections,Router,3734
110739,110739,170065667,2673,2673,,,School District,MEXICO,NY,20 %,20 %,Internet Access And/Or Telecommunications,Cellular Voice,0
142329,142329,170072067,5718,5718,Erie 1 Boces E-Rate Consultants,pdoyle.1@e1b.org,School,BUFFALO,NY,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
182581,182581,170063838,193,193,E-Rate Central,whimsworth@e-ratecentral.com,School District,CHESTERTOWN,NY,10 %,10 %,Internet Access And/Or Telecommunications,Cellular Voice,0
99865,99865,170049337,558,0,,,Consortium,West Seneca,NY,50 %,50 %,Internet Access And/Or Telecommunications,Dark Fiber,558
181678,181678,170076739,697,697,E-Rate Online Llc,msagnella@erateportal.com,School District,NEW YORK,NY,85 %,85 %,Internal Connections,Switches,0
172882,172882,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Cabling,580
158711,158711,170047388,215,215,"E2e Exchange, Llc",sdp@erateexchange.com,School District,ILION,NY,20 %,20 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
178158,178158,170075436,17085,1989,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,15096
97799,97799,170049337,74280,18500,,,Consortium,West Seneca,NY,85 %,85 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",55780
185442,185442,160038280,1800,0,,,School District,RICHMOND HILL,NY,30 %,30 %,Internet Access And/Or Telecommunications,Lit Fiber Service,1800
134152,134152,170069401,5422,5422,,,School,BRONX,NY,80 %,80 %,Internal Connections,Wap,0
149685,149685,170075316,19545,4288,Mondavi Design,dclark@mondavi-design.com,School,BUFFALO,NY,80 %,80 %,Internal Connections,Wap,15257
171010,171010,170075436,9067,9067,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Cabling,0
183687,183687,170071365,767,767,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,B EACON,NY,40 %,40 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
144128,144128,170072548,3554,3554,Mondavi Design,dclark@mondavi-design.com,School,ROCHESTER,NY,85 %,85 %,Internal Connections,Wireless Controller,0
179825,179825,170075967,38,38,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,LISBON,NY,10 %,10 %,Basic Maintenance Of Internal Connections,Switches,0
128390,128390,170047880,8060,8060,"E2e Exchange, Llc",sdp@erateexchange.com,School,ROCHESTER,NY,30 %,30 %,Internal Connections,Ups/Battery Backup,0
132358,132358,170061447,5271,5271,Teletech Associates Inc,john@teletechassociates.com,School,BROOKLYN,NY,40 %,40 %,Internal Connections,Ups/Battery Backup,0
122908,122908,170061234,1912,1912,E-Rate Advantage,rjs@erateadvantage.com,School,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,0
112324,112324,170047700,18000,18000,"E2e Exchange, Llc",sdp@erateexchange.com,School,FLUSHING,NY,50 %,50 %,Internal Connections,Switches,0
129806,129806,160017545,2550,2550,,,School,NEW YORK,NY,85 %,85 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
170522,170522,170075436,5390,5390,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,0
110977,110977,170065667,83,83,,,School District,DRYDEN,NY,10 %,10 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
173061,173061,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Wireless Controller,580
116282,116282,170055888,3924,3924,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,GARDEN CITY,NY,40 %,40 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
144184,144184,160035439,360,0,,,School,BROOKLYN,NY,30 %,30 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,360
126525,126525,170052745,46656,46656,E-Rate Advantage,rjs@erateadvantage.com,School,BRONX,NY,90 %,90 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
100668,100668,170049337,193,193,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,Dark Fiber,0
120540,120540,170076231,7958,6968,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,ELMIRA,NY,90 %,90 %,Internet Access And/Or Telecommunications,Other,990
141962,141962,170071849,21564,21564,"Erateprogram, Llc",rsenturia@erateprogram.com,School,BRONX,NY,80 %,80 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
146453,146453,170080501,20358,20358,E-Rate Advantage,rjs@erateadvantage.com,School,NEW YORK,NY,90 %,90 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
88848,88848,170049721,145,145,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,Saratoga Springs,NY,10 %,10 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
173553,173553,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,580
118982,118982,170070470,6528,6528,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,Rochester,NY,64 %,64 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
168158,168158,170047883,5203,5203,"E2e Exchange, Llc",sdp@erateexchange.com,School District,YORKTOWN HTS,NY,20 %,20 %,Internal Connections,Wap,0
99676,99676,170049337,42947,42947,,,Consortium,West Seneca,NY,50 %,50 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
137100,137100,170051439,3114,3114,,,School,BROOKLYN,NY,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
167703,167703,170047883,6400,0,"E2e Exchange, Llc",sdp@erateexchange.com,School District,YORKTOWN HTS,NY,80 %,50 %,Internal Connections,Wap,6400
103389,103389,170069392,11487,0,,,Consortium,SYRACUSE,NY,60 %,60 %,Internal Connections,Wap,11487
98226,98226,170049337,97167,0,,,Consortium,West Seneca,NY,85 %,85 %,Internet Access And/Or Telecommunications,Dark Fiber,97167
113134,113134,170062031,754300,731672,Funds For Learning,jharrington@fundsforlearning.com,Consortium,NEW YORK,NY,90 %,90 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,22628
164998,164998,170066720,3793,3793,Esc Region 12 E-Rate Consulting,gharwood@esc12.net,School District,SYRACUSE,NY,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
168807,168807,170052873,723,723,Schooley Mitchell,glowry1@gmail.com,School District,NEW YORK,NY,30 %,30 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
184808,184808,170071371,885,885,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,NEW YORK,NY,20 %,20 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
190847,190847,170078999,384,384,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,CASTLETON,NY,20 %,20 %,Internal Connections,Switches,0
172831,172831,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Ups/Battery Backup,580
99431,99431,170049337,7331,7331,,,Consortium,West Seneca,NY,74 %,74 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
95243,95243,170049337,35553,35553,,,Consortium,West Seneca,NY,70 %,70 %,Internal Connections,Wap,0
116951,116951,170051700,108,108,,,School,BROOKLYN,NY,30 %,30 %,Internet Access And/Or Telecommunications,Cellular Voice,0
142384,142384,170066257,13294,12869,Garber Consulting Group Llc,melissa@garbercg.com,School,BROOKLYN,NY,85 %,85 %,Internet Access And/Or Telecommunications,Lit Fiber Service,425
147317,147317,170078124,19200,21600,E-Rate Advantage,rjs@erateadvantage.com,School,FAR ROCKAWAY,NY,80 %,90 %,Internal Connections,Cabling,-2400
